pitch_id	WITHOUT_gender_Prediction	WITH_gender_Prediction	isFemale	Real_Received_Offer	keywords
S01E05P02	0	0	1	0	lack of professionalism,unclear business model,unproven product efficacy,niche market,potential reputational risk for hospitals
S01E05P04	0	0	1	0	niche market,low sales,competition with established funeral homes,lack of unique value proposition,need for greater exposure
S01E06P04	0	0	1	0	high competition,early stage,financial instability,lack of sales history
S01E07P01	1	1	1	1	unique product,clear problem and solution,existing sales,personal story,health motivation,market presence
S01E07P03	0	0	1	0	high equity offer,niche market,unclear financials,lack of sales,entertainment value
S01E08P02	1	1	1	1	innovative product,patented,market validation,existing sales,clear use of funds,scalability potential
S01E09P04	0	0	1	1	unclear pitch,lack of focus,emotional appeal,insufficient business details,market understanding questionable
S01E10P01	1	1	1	0	unique product,scalable business model,clear use of funds,demonstrated growth,entertainment value.
S01E10P03	0	0	1	0	vague details,lack of professionalism,unclear business model,entertainment value low
S01E12P04	0	0	1	1	niche market,high competition,limited product line,unclear financials
S01E14P01	0	0	1	1	niche market,diy complexity,product appeal,scalability concerns,manufacturing standards.
S01E15P01	0	0	1	1	niche market,limited growth potential,financial concerns,dependency on third parties
S01E15P03	0	0	1	0	unproven claims,lack of clinical studies,low sales,high valuation expectations,niche market
S02E01P02	0	1	1	1	high valuation,limited financial details,niche market,unclear expansion strategy.
S02E02P01	0	0	1	1	sanitation concerns,high operational costs,niche market,investor risk aversion
S02E03P01	1	1	1	1	unique product,high demand,celebrity interest,scalable,strong profit margin,passionate entrepreneur.
S02E05P01	0	0	1	0	low sales,high valuation,niche market,limited financial growth
S02E05P03	1	1	1	1	unique product,family recipe,nationwide delivery,strong personal story,appealing to broad market,reasonable valuation.
S02E07P03	1	1	1	1	unique product,proven sales,market potential,celebrity clientele,expansion plan,diy trend.
S02E08P01	1	1	1	1	innovative solution,large market,pet industry growth,relatable problem,environmental benefits,cost savings,entertainment value.
S02E08P02	0	0	1	0	declining sales,economic downturn,repositioning risk,high competition,niche market
S02E08P04	1	1	1	1	innovative product,large market potential,solves common problem,customizable,scalable business model
S03E01P02	0	1	1	0	niche market,sensitive topic,unclear revenue model,high emotional pitch,investor discomfort
S03E03P04	0	0	1	1	no existing sales,unproven market,high valuation for pre-revenue company,niche product.
S03E04P01	0	0	1	0	low sales,limited market exposure,niche product,high equity offer
S03E04P02	0	0	1	1	saturated market,lack of innovation,homemade production,common product
S03E04P03	0	0	1	0	niche market,low sales growth,limited mainstream appeal,high investor skepticism
S03E05P02	0	0	1	0	niche market,low sales volume,unclear business model,limited market validation.
S03E05P04	1	1	1	1	unique product,proven sales,scalable market,young entrepreneurs,family business,appealing backstory.
S03E06P02	1	1	1	1	high demand,large orders,retail partnerships,scalability,unique product
S03E08P04	0	0	1	1	high equity ask,limited financial growth,artisanal scale,lack of detailed business strategy.
S03E10P04	0	0	1	1	no fashion background,high competition,niche market,lack of expertise in product area,moderate sales.
S03E11P01	0	0	1	0	high valuation,limited market differentiation,saturated market
S03E12P01	1	1	1	1	innovative product,convenience,clear market need,strong margins,patent pending,appealing to investor interests in consumer goods and personal care.
S03E12P03	0	0	1	0	niche product,low sales volume,limited market validation,hand-made production,scalability concerns
S03E14P01	0	1	1	1	early stage,limited sales history,small profit margin,inexperienced team,sourcing issues
S04E01P04	0	0	1	1	niche market,early detection not eradication,distribution challenges,limited appeal
S04E02P03	1	1	1	1	unique value proposition,high sales,strong margins,personalized product,entertainment value
S04E05P01	1	1	1	1	children's clothing,scalable design,strong market interest,personal story,expansion potential
S04E05P03	0	0	1	0	niche product,limited appeal,unclear financials,high equity ask
S04E08P01	1	1	1	1	unique product,solves common problem,emotional appeal,multi-use,market demand for child safety and convenience products
S04E09P04	0	1	1	1	niche market,high competition,unclear financials,investor fit,entertainment value
S04E10P01	1	1	1	1	innovative business model,bridal market potential,cost-effective solution,emotional appeal,growth potential,relatable founder story
S04E11P01	1	1	1	1	unique concept,entertainment value,market niche,strong branding,celebrity clientele.
S04E11P02	0	0	1	0	unclear pitch,confusing product description,lack of business focus,emotional appeal without strategic value.
S04E12P04	1	1	1	1	niche market,chemical-free children's hair products,emotional appeal,scalable business model,clear problem and solution,reasonable valuation
S04E13P02	1	1	1	1	unique product,child safety,hygiene,market potential,complementary book,educational aspect,entertainment value.
S04E15P01	1	1	1	0	environmental impact,growing sales,scalable solution,market potential,appealing to investor values.
S04E16P01	0	0	1	0	niche product,limited market expansion,moderate sales,high valuation for stage
S04E16P03	0	1	1	0	niche market,unclear differentiation,potential licensing and credibility issues,high competition in telehealth,unclear financials and scalability.
S04E17P01	0	0	1	0	high price point,niche market,limited scalability,lack of sales data,production scalability concerns
S04E17P03	0	0	1	0	saturated market,lack of unique value proposition,unclear financials,high equity ask
S04E18P02	1	1	1	1	fda-cleared,patented,profitable,solves common problem,stylish and functional product,strong personal story and motivation
S04E18P04	0	0	1	1	no sales,prototype phase,existing competition,unproven market demand
S04E22P02	0	1	1	1	niche market,perishable product,logistics complexity,unclear financials
S04E23P04	1	1	1	1	unique product,emotional connection,scalable concept,appealing food industry,clear problem and solution,engaging personal story
S04E24P01	0	1	1	0	saturated market,high risk,transition from food truck to brick-and-mortar,lack of detailed financials,high valuation.
S04E24P03	0	0	1	1	saturated market,existing alternatives,high price point,unclear unique value proposition
S04E25P04	1	1	1	1	unique product,military background,existing retailer interest,scalable business model,strong personal story and presentation.
S04E26P01	1	1	1	0	unique value proposition,targeted niche market,clear problem and solution,high market potential,engaging personal story.
S05E01P02	1	1	1	0	growing market,proven demand,existing distribution,clear use of funds,appealing product differentiation
S05E02P01	1	1	1	0	unique product use,strong sales,market presence,engaging pitch,food industry appeal
S05E02P04	0	0	1	1	niche market,unclear financials,presentation style,high valuation.
S05E03P01	0	0	1	0	high product cost,low sales,niche market,unclear scalability,high equity ask
S05E03P03	0	0	1	0	niche product,unclear presentation,limited market appeal,entertainment value not strong enough.
S05E05P02	1	1	1	0	unique product,patented technology,clear market need,experienced founder,reasonable valuation.
S05E06P03	0	0	1	1	high valuation,niche market,limited scalability,seasonal business
S05E08P01	0	0	1	0	unclear business model,scattered pitch,lack of focus,high valuation concern,investor confusion.
S05E09P02	1	1	1	0	unique product,strong sales,major retailers,aggressive expansion,family recipe.
S05E09P04	1	1	1	1	engaging,personalized,educational,interactive,market potential,entertainment value
S05E10P02	1	1	1	1	practical solution,fashion accessory,personalized pitch,market potential,clear target audience,engaging presentation
S05E11P03	0	1	1	0	niche market,product novelty,limited appeal,scalability concerns,investor interest.
S05E12P03	0	0	1	0	saturated market,high cost,ethical concerns,unclear differentiation
S05E14P01	0	0	1	0	niche market,unproven demand,product uniqueness questionable,high investor risk
S05E15P04	1	1	1	1	high repeat customer rate,significant sales,unique product,emotional appeal,growing team
S05E16P02	0	1	1	1	saturated market,novelty product,unclear financials,high valuation
S05E17P04	0	0	1	1	no formal culinary experience,niche market,high product cost,unclear sales data.
S05E18P01	0	0	1	0	privacy concerns,niche market,unclear scalability,novelty without strong business model.
S05E18P02	1	1	1	0	innovative product,family-oriented,clear demonstration,solves common problem,appealing to parents and children,reasonable valuation
S05E18P04	1	1	1	1	medical device,proven effectiveness,existing sales,market presence,patented technology
S05E22P02	1	1	1	1	innovative product,clear problem and solution,demonstrated market interest,appealing presentation,strong team relationship.
S05E23P04	0	0	1	1	niche market,unclear presentation,health concerns,high valuation
S05E25P04	1	1	1	1	innovative product,strong sales,child appeal,amazon distribution,scalability
S05E27P04	1	1	1	1	eco-friendly,sustainable,unique product,strong team background,entertainment value,market potential in eco-conscious products
S05E28P02	0	0	1	1	unclear benefits,vague health claims,lack of professional presentation,investor skepticism
S05E29P02	0	0	1	1	niche market,limited scalability,hardware limitations (ipad only),dependency on third-party retailer (zappos),unclear revenue model beyond affiliate sales.
S05E29P04	0	0	1	1	lack of sales,untested market,early stage,high risk,inexperienced entrepreneur.
S06E02P01	0	1	1	1	high valuation,niche market,unclear financials,entertainment gimmick.
S06E03P02	0	0	1	1	niche market,unclear presentation,low financial clarity,high product cost,limited appeal
S06E04P01	0	0	1	0	niche market,novelty product,limited repeat customers,high logistics complexity,investor skepticism on scalability and long-term viability.
S06E05P02	1	1	1	1	unique niche,expanding market,solid revenue growth,attractive margins,entertainment value
S06E07P04	0	1	1	1	niche market,unclear financials,presentation style,product scalability concerns.
S06E08P01	1	1	1	1	unique product,niche market,demonstration,athlete endorsement,clear problem and solution,entertainment value
S06E09P04	1	1	1	1	plant-based trend,whole foods market,expanding distribution,health-conscious product,growing market demand.
S06E10P03	0	0	1	1	niche market,unproven demand,early stage,high risk,unclear differentiation
S06E11P02	0	0	1	0	niche market,unclear presentation,lack of financial details,high valuation.
S06E12P03	1	0	1	1	innovative product,large market,compelling story,young entrepreneurs,health and wellness trend
S06E12P04	0	0	1	1	seasonal product,limited use,unclear differentiation,high competition in holiday market.
S06E13P01	0	1	1	1	saturated market,unclear differentiation,high valuation,investor skepticism
S06E13P02	1	1	1	0	fashion industry,innovative product,clear problem and solution,strong presentation,visual impact,mass appeal.
S06E14P01	0	0	1	1	niche market,unclear differentiation,limited scalability,presentation clarity
S06E14P04	0	1	1	1	novelty product,limited market potential,unclear long-term viability,high equity ask
S06E15P03	1	1	1	1	innovative product,pet industry growth,clear problem and solution,strong pitch,personal story,market potential.
S06E17P02	0	1	1	0	niche market,novelty item,unclear demand,hygiene concern,limited appeal
S06E18P02	0	0	1	0	saturated market,big competitors,niche product,high risk
S06E18P04	0	0	1	1	niche market,unclear product description,lack of sales data,high valuation for early stage
S06E19P03	1	1	1	1	innovative product,strong market appeal,proven sales track record,engaging pitch,personalized approach to investors.
S06E19P04	1	1	1	1	innovative product,diy trend,proprietary technology,strong pitch,market potential in custom merchandise.
S06E20P01	1	1	1	1	innovative product,global demand,social impact,renewable energy,disaster relief utility
S06E21P03	0	0	1	1	confusing pitch,niche market,unclear differentiation,inventory and customization challenges
S06E22P04	1	1	1	0	social impact,high margins,large market potential,unique product differentiation,appealing to investor interests.
S06E24P03	1	1	1	1	innovative solution,high demand,proven sales,retail presence,developmental benefits.
S06E25P01	1	1	1	1	innovative product,child-friendly,natural ingredients,clear problem and solution,appealing to parents,large market potential,entertainment value in pitch.
S06E26P01	0	0	1	1	niche market,scalability concerns,evolving business model,physical product in digital era
S06E27P02	1	1	1	0	innovative product,high market need,scalable business model,entertainment value,strong pitch presentation.
S06E28P01	0	1	1	1	saturated market,unclear differentiation,high competition,investment size vs. equity offered,execution complexity
S06E28P04	0	0	1	1	niche market,unclear financials,novelty product,high competition in toy segment,investor skepticism on scalability and long-term viability.
S06E29P02	0	0	1	0	saturated market,unclear differentiation,investor skepticism,high sugar content,niche market appeal
S07E01P03	1	1	1	0	unique product,natural and organic trend,craft cocktail market,entertainment value,historical appeal.
S07E02P03	0	0	1	0	oversaturated market,lack of uniqueness,unclear business model,high valuation
S07E02P04	1	1	1	1	innovative product,sustainability,entertainment value,market potential,unique offering
S07E05P02	0	0	1	0	ethical concerns,misleading product,potential backlash,investor reputation risks
S07E06P04	0	0	1	1	confusing pitch,unclear valuation,high equity demand,lack of clear business model,investor concerns
S07E07P04	0	1	1	1	niche product,unclear market size,fitness fad,high competition,product differentiation unclear
S07E10P02	1	1	1	1	trending market,korean beauty popularity,innovative product,clear demonstration,strong pitch,entertainment value.
S07E10P03	0	0	1	1	unclear pitch,confusing team introduction,lack of financial details,unclear unique manufacturing model.
S07E11P04	0	1	1	1	saturated market,product differentiation unclear,potential investor skepticism,demonstration awkwardness
S07E13P03	0	0	1	1	niche market,lack of unique value proposition,unclear financials,high competition in beauty products.
S07E13P04	0	0	1	1	high valuation,niche market,product differentiation unclear,investor skepticism
S07E16P01	1	1	1	1	social impact,unique product,strong margins,emotional appeal,military connection,scalable model
S07E16P03	0	1	1	0	niche market,lack of clear scalability,high risk,unclear financials,entertainment value high but serious investment concerns.
S07E17P02	1	1	1	1	sustainable,plant-based,vegan market,unique product,environmental impact
S07E17P03	0	0	1	0	lack of evidence,unconvincing claims,insufficient validation,investor skepticism,high risk.
S07E18P03	1	1	1	0	innovative product,large market potential,health-conscious consumers,upf 50 fabric,swimwear market growth,appealing to all ages.
S07E19P04	0	0	1	1	niche market,limited scalability,high valuation,lack of financial details
S07E20P01	1	1	1	1	health and wellness focus,relatable problem (back pain),innovative solution,strong personal story,product demonstration,reasonable valuation.
S07E20P04	0	1	1	0	unclear business model,lack of financial details,patent pending but no sales proof,unclear product packaging and distribution strategy.
S07E22P03	0	0	1	0	negative feedback,taste issues,confusion in product presentation,investor dissatisfaction
S07E22P04	1	1	1	1	unique product,organic and safe,large market potential,clear problem and solution,strong pitch presentation
S07E25P04	0	1	1	1	niche product,limited market appeal,potential design flaws,unclear demonstration,leakage concerns
S07E26P01	0	1	1	1	competitive market,existing solutions,instagram capabilities,differentiation challenge,investor concerns
S07E27P01	1	1	1	1	healthier alternative,strong retail presence,growing distribution,appealing product differentiation,clear market need,attractive to health-conscious consumers.
S07E28P03	1	1	1	0	growing market,product improvement,passionate entrepreneur,demonstrated need,sports equipment
S07E29P02	0	1	1	0	low sales,lack of enthusiasm,unclear market differentiation,investor engagement concerns
S08E01P04	0	1	1	1	cyberbullying prevention,app effectiveness,market saturation,technological challenges,investor skepticism
S08E02P02	1	0	1	1	innovative product,solves common problem,scalable market,clear demonstration,reusable and non-damaging technology.
S08E03P01	0	1	1	1	niche market,limited scalability,high competition in apparel,lack of unique technology or innovation.
S08E04P01	1	1	1	1	practical solution,relatable problem,affordable product,appealing to female investors,demonstration ready,clear revenue model
S08E04P04	0	0	1	1	inexperienced team,unclear presentation,niche market,lack of financial details
S08E05P01	0	1	1	1	niche market,handmade,scalability concerns,limited financial details
S08E05P03	0	1	1	1	overpitched,unclear unique value,saturated market,gimmicky product.
S08E06P01	0	0	1	0	unclear pitch,confusing presentation,lack of focus,potential branding issues
S08E07P01	0	1	1	1	niche market,novelty product,unclear scalability,high valuation
S08E07P02	0	0	1	1	unclear pitch,lack of financial details,chaotic presentation,high valuation without justification
S08E08P01	1	1	1	1	innovative product,strong sales,clear market need,appealing to parents,high market potential.
S08E09P03	0	0	1	0	unclear presentation,high valuation,niche market,product confusion
S08E11P01	0	1	1	1	seasonal,entertainment value,niche market,unclear financials
S08E13P01	0	0	1	1	niche market,unclear competitive advantage,environmental impact questionable,financials and scalability concerns.
S08E13P03	0	1	1	0	niche market,unclear financials,inventory risks,high competition in subscription services.
S08E13P04	1	1	1	1	unique product,reasonable manufacturing cost,existing sales,market potential,fitness industry experience,personal story/connection.
S08E14P01	0	0	1	1	consumer resistance,novelty product,limited appeal,protein content concerns,ingredient skepticism
S08E15P02	1	1	1	0	unique product,market need,aesthetic appeal,versatile use,clear problem and solution,engaging pitch.
S08E16P01	1	1	1	1	innovative product,relatable problem,experienced entrepreneur,appealing to lori (packaging),high market potential in baby care industry.
S08E17P01	0	0	1	1	high valuation,niche market,complex product,unclear financials
S08E19P01	1	1	1	1	innovative product,strong presentation,clear problem and solution,large market potential,appealing to consumer convenience,engaging pitch.
S08E22P01	1	1	1	1	innovative product,market niche,entertainment value,engaging presentation,clear problem and solution
S08E24P04	0	1	1	1	niche market,limited scalability,novelty product,unclear financials
S09E01P04	0	0	1	1	high valuation,unclear pitch,early stage,revenue sharing concerns,competitive market.
S09E03P04	0	0	1	1	niche market,unclear financials,high equity ask,novelty product
S09E04P01	1	1	1	1	innovative product,health-conscious trend,unique offering,strong personal story,clear market niche,taste-focused experience.
S09E07P02	0	0	1	1	early stage,limited track record,high valuation,niche market,operational challenges
S09E08P01	0	0	1	1	niche market,potential insensitivity,unclear market size,presentation style concerns.
S09E08P04	0	0	1	1	niche market,unclear financials,high valuation,entertainment over substance
S09E09P04	1	1	1	1	unique product,addresses common problem,clear use case,entertainment value,appealing to parents and athletes,potential for broad market appeal.
S09E10P04	0	1	1	1	niche market,gender stereotyping,potential backlash,limited appeal,high valuation.
S09E11P03	1	1	1	0	emotional connection,educational component,experienced founders,children's market,clear product differentiation
S09E12P03	0	1	1	1	high valuation,niche market,unclear differentiation,operational complexity.
S09E12P04	1	1	1	1	health-focused,innovative product,convenience,strong mission,market trend towards healthy eating,appealing to health-conscious investors.
S09E15P02	1	1	1	1	eco-friendly,innovative product,health-conscious market,strong presentation,clear problem and solution,growing environmental awareness
S09E16P02	0	0	1	1	gimmicky,unclear technology,entertainment value,practical utility,investor skepticism
S09E17P01	0	1	1	1	niche market,entertainment value,unclear scalability,high valuation
S09E17P03	0	1	1	1	niche market,limited appeal,unclear financials,investor interest
S09E17P04	0	0	1	1	incomplete pitch,unprofessional presentation,unclear business model,niche market.
S09E18P03	0	0	1	0	unclear pitch,lack of confidence,insufficient details on product and business model,high valuation concern
S09E19P03	1	1	1	1	unique niche,global market potential,operational fulfillment center,cultural and product uniqueness,appealing story and presentation,strong market differentiation.
S09E19P04	1	1	1	1	innovative product,clear problem and solution,engaging presentation,patented technology,reasonable valuation
S09E22P03	0	0	1	1	niche market,high valuation,complex technology,unclear financials.
S09E23P02	0	0	1	1	unclear presentation,lack of professionalism,confusing pitch,product uniqueness questionable,investor skepticism.
S09E24P02	0	1	1	1	saturated market,unclear differentiation,product complexity
S10E02P03	1	1	1	1	unique product,relatable problem,entertainment value,clear market need,engaging presentation
S10E02P04	1	1	1	1	unique product,large market potential,clear differentiation,appealing presentation,strong entrepreneur passion.
S10E03P01	0	0	1	0	unclear financials,niche market,high valuation,health food saturation
S10E04P03	0	0	1	1	confusing pitch,unclear value proposition,presentation style,market saturation in health snacks
S10E05P01	0	0	1	0	confusing presentation,unclear product description,lack of financial details,chaotic pitch structure.
S10E05P04	1	1	1	1	growing market,health trend,affordable diy solution,profitable business,scalable model
S10E07P04	1	1	1	1	unique concept,health trend,scalable business model,food industry appeal,engaging presentation
S10E09P04	1	1	1	1	parenting solution,relatable problem,simple and innovative product,clear market need,appealing to parent investors,emotional connection,practical with added features.
S10E11P01	0	1	1	1	niche market,unclear financials,lack of scalability,investor fit,product uniqueness
S10E11P04	1	1	1	1	innovative product,strong emotional appeal,large target market,relatable problem,personalized pitch
S10E12P01	0	0	1	0	unclear pitch,confusing presentation,lack of focus,safety product in saturated market,insufficient financial details
S10E12P04	0	0	1	1	high valuation,niche market,unclear differentiation,investor skepticism
S10E13P02	1	1	1	0	innovative product,health-conscious trend,unique selling proposition,large market potential,engaging pitch.
S10E14P04	0	0	1	1	unclear description,lack of professionalism,niche market,presentation style
S10E15P04	0	1	1	1	overvalued,confusing pitch,lack of focus,competitive market
S10E17P04	0	0	1	1	unclear pitch,lack of financial details,unprofessional presentation
S10E20P01	1	1	1	1	unique product,high demand,scalable business,food industry appeal,engaging presentation
S10E21P01	1	1	1	1	first-to-market,pet industry,emotional appeal,innovative product,growing market potential
S10E22P02	1	1	1	0	unique product,strong market presence,expansion potential,entertainment value,appealing to millennial demographic
S11E01P03	0	0	1	1	unclear pitch,confusing presentation,product safety concerns,lack of financial details
S11E02P01	0	1	1	1	niche market,unclear financials,high valuation,lifestyle product,limited appeal
S11E02P03	0	0	1	0	unclear pitch,lack of financial details,unprofessional presentation,questionable product efficacy
S11E04P02	0	1	1	1	unclear pitch,lack of details,confusing presentation,missing financials and business model details
S11E08P02	1	1	1	1	unique product,growing vegan market,strong personal story,entertainment value,clear expansion vision
S11E10P01	0	1	1	1	niche market,safety concerns,product differentiation,investor interest
S11E11P01	0	0	1	1	young age,unrealistic qualifications,niche product,unclear market demand,presentation style.
S11E11P04	0	0	1	1	unclear pitch,confusing presentation,lack of focus,market saturation
S11E13P04	0	0	1	1	unclear pitch,niche market,low equity offer,high valuation,taboo subject
S11E14P03	0	0	1	1	high valuation,niche market,saturated market,dietary trends,financial specifics lacking
S11E15P01	0	0	1	0	niche market,unclear differentiation,high competition in healthy drinks,investor skepticism on scalability and market size.
S11E15P03	0	0	1	1	confusing pitch,unclear product description,lack of professionalism,potential safety concerns,distraction during presentation.
S11E16P02	1	1	1	1	innovative product,health-conscious trend,growing market,unique offering,clear presentation.
S11E17P02	0	0	1	1	niche market,complex pitch,unclear financials,high equity ask
S11E17P04	0	0	1	1	niche market,potential liability,product safety concerns,limited appeal
S11E18P03	1	1	1	0	innovative product,relatable problem,clear solution,mass market potential,reasonable valuation.
S11E19P03	0	0	1	0	niche market,messy product,unclear business model,entertainment value high but practical investment appeal low.
S11E20P01	0	0	1	1	seasonal business,limited scalability,high competition in food industry,unclear financial details.
S11E20P04	0	0	1	1	niche market,unclear business model,lack of financial details,presentation style.
S11E21P01	1	1	1	1	family-oriented product,safety innovation,emotional appeal,patented tool,clear problem and solution,market potential in child safety products.
S11E21P04	0	0	1	0	unclear pitch,confusing presentation,lack of financial details,high valuation
S11E24P01	0	0	1	1	saturated market,safety concerns,regulatory challenges,investor skepticism
S12E02P01	0	0	1	1	high valuation,crowded market,unclear differentiation,financial sustainability concerns
S12E02P03	1	1	1	1	innovative product,breakfast market,convenience,unique presentation,scalable concept
S12E07P01	0	1	1	1	seasonal product,niche market,novelty item,storage solution,potential market size concerns.
S12E08P01	1	1	1	1	innovative product,strong market presence,rapid growth,health-conscious trend,substantial sales,strategic retail partnerships.
S12E08P03	0	1	1	1	saturated market,simple product,limited scalability,potential low investment return.
S12E10P02	0	1	1	1	niche market,unclear demand,high risk,investor hesitation
S12E10P03	0	0	1	1	niche market,product uniqueness,scalability,investor interest,financial return potential
S12E11P04	1	1	1	1	trending market,unique product,appealing branding,positive shark reactions,health-conscious angle,experienced entrepreneurs.
S12E12P03	1	1	1	1	social impact,innovative product,safety,youth entrepreneurs,market need,entertainment value
S12E14P01	1	1	1	1	innovative product,large market potential,high entertainment value,strong pitch presentation,product demonstration
S12E14P04	1	1	1	1	family business,unique product,demonstrated demand,diverse application,health conscious,entertainment value
S12E15P01	1	1	1	1	innovative solution,broad market appeal,addresses common problem,demonstration effectiveness,added functionality (storage),clear investment ask.
S12E15P03	1	1	1	1	innovative product,pet industry growth,reasonable valuation,clear problem and solution,scalable opportunity.
S12E15P04	1	1	1	1	innovative product,educational value,large market potential,engaging pitch,strong emotional appeal
S12E16P02	0	1	1	1	saturated market,lack of innovation,high valuation,unclear financials
S12E16P04	1	0	1	1	problem and solution,market potential,innovative product,parental need,health and safety concerns
S12E20P01	0	0	1	1	lack of professionalism,unclear business value,insufficient pitch details,high valuation.
S12E20P03	1	1	1	1	practical solution,large target market,clear problem identification,appealing product demonstration,reasonable valuation.
S12E21P03	1	1	1	0	innovative product,relatable problem,engaging presentation,practical solution,clear market need.
S12E22P01	0	1	1	1	niche market,high valuation,limited scalability,investor interest
S12E22P03	0	0	1	0	niche market,unclear financials,high valuation,entertainment-focused pitch.
S12E23P02	1	1	1	0	health trend,customizable product,dietary inclusivity,clear problem and solution,engaging presentation,strong market potential.
S12E25P02	1	1	1	1	unique product,growing coffee market,sustainable practices,cultural appeal,simple use.
S12E25P03	0	0	1	1	niche product,unclear market size,personal story focus,lack of financial details.
