pitch_id,dv_received_offer,text
S06E28P01,1,"Guess what sharks you're about to get zoomed. I am Beatrice. I'm Madeline and I'm Lizzie and we are the Zoom team. Our company is umm interiors and we're asking for 100,000 dollars for 20% of our company. Zoom Interiors is an online service. That is going to revolutionize. The interior design World by making it accessible and affordable to everyone. We believe that everyone deserves to be graced with a stylish living space to enhance their Bottoms and it is our mission to do just that let us walk you through a resume design process from start to finish with a recent project. Step 1 fill out, the get Zoom survey to start the design process. It's quick and painless step to schedule your free 15 minute, Doom consultation over the phone or video chat. Step 3, receive your mood board AKA Zoom board to better visualize our design step for work with your personal designers, to perfect the design of your space. Step 5, get your Zoom cart or final inventory. Step 6, receive your Easy-to-Read floor, plans for a self installation. the before photo, from this project, our clients wanted a full transformation that would make this space bright modern and colorful here are some other Zoom projects with different budgets and styles this bachelor. Clearly needed some help with his bedroom. Where is that a prison somewhere.i looks good? Why would you ruin? I'll just wait here's the after he wanted an urban industrial. Look Whoa, We transformed it for $1000 and wow. So this next client still had her College futon. She want a glamorous shabby chic bedroom. That would match her new adult life. We gave that to her for $1700. Oh, that's nice. Yeah, the interior design world is Shifting online and we plan to be at the Forefront of this movement"
S06E28P04,1,"facts. I am a lesbian glidewell by day and by night, I am the hero creatrix. Andrews also known as transform a girl, our company is based in Seattle Washington and we are asking for 100,000 dollars in return for 10% of our company. We believe that there is a hero in everyone, so that's why we're introducing our company. You kick ass that transforms you into your very own. Personalized action figure. So the very first first thing you have to do is just pick out your body style and then you upload a single photograph to our website. Oh yeah, that's what I'm talking about. Hey, get over there. There's the wonderful. Well you have to do is upload that photo and our software will turn it into a 3D model of your head. Have a nose hair, same thing. nan you line it up with your facial features and then you get to pick out some fun things like your hair and accessories tank is a trend. Good luck in finding out a 3D model of your head with this and then we attach it to your body How real does it? Look once it actually comes, glad you asked, are you ready to see yourselves as yes? Great. Oh my gosh, it looks exactly like me. Thank you very much. Wow, I love it. Oh but the face but And what's amazing is, the body is exactly the body We actually picked out some superpowers for you. Oh, no, and name. So Robert, you have the power of super speed and you are the accelerator who the accelerator. I like it Lori. You have imagination, manifestation, and you are in chant. Remember all that intern. Kevin you have a power. I would like, which is the power of wine manipulation. And we called you, the vinification order the video"
S06E29P02,0,"Hello, sharks. My name is Shawna Sledge. I'm from Fort Collins Colorado, and our company is the paleo diet foods. We are seeking just 150 thousand dollars for 20% equity in our company. Sharks. We need to change in lifestyle. We need to go back to our rooms way back back then it was foraging for berries and nuts. Well, nowadays, it's forging for anything that doesn't contain potassium. Benzoate are other stuff that's hard to pronounce. Will Forge? No more because A thing you've been seeking is in one bar the paleo diet bar powered by 17 grams of protein, containing all nine essential amino acids. It's free of gluten. It's free of soy Dairy. So, to be part of the Paleolithic movement, doesn't mean you have to live, like you're in the Paleolithic Era. Just reach for the paleo diet bar. It's packed with raw all natural ingredients. Our product is the only ever endorsed product by dr. Loren cordain. The founder of the Paleolithic movement. So, come on sharks, click to do this. Are you guys ready to eat naturally? Let's try. All right, Rock. Know what I'm thrilled to find out is that cavemen had to wear wedding rings to. I kind of know that that guy, is that it is. Thank you so much. Thank you. All right, gentlemen. Is there nuts? Yes, there are there only tree nuts. There's no peanuts because it's paleo diet Shana. It tastes great. Thank you, sir. Protein stuff I eat. Pretty crappy. It's 17 grams of egg, white protein. Why so much sugar? Well, it's the it's the fruit. It has pretty equal, energies of carbs, protein, and fat. So it kind of offsets when another Shauna. What's in this one? The wax caught up. There's cranberries raisins, almonds, sunflowers egg. White protein was good though. So, have you heard the paleo diet? Tell me about the pills. Yeah. Shauna, you look pretty buff. Are you on the paleo diet?"
S07E01P03,0,"is Jess. Sanchez. McCleary and my company is mclaury brothers and I'm seeking a hundred thousand dollars in exchange for 15% of my company. Typical drink mixers are loaded with artificial flavors colors and preservatives, but back in the 1700s, that's not how they did it. They mix drinks with drinking vinegars called shrubs. And these colonial era mixers are perfect for craft cocktail, enthusiasts and individuals, looking for a natural alternative to traditional sodas, and I'm bringing this old-fashioned. Favorite back and into the 21st century. Introducing McCleary Brothers. Drinking vinegars our drinking vinegars are made with Organic unpasteurized. Apple cider vinegar and only natural organic ingredients. Our vinegars live in Drinks and excite the consumer. Introducing them to a vibrant refreshing. New flavor experience that will change the way they think of that age old staple and classic preservative vinegar now who's thirsty? Hit me. Thank you, sir. Thank you. Cheers, Cheers. Cheers, this one has our fig Leaf drinking vinegar and gin and it has also some Citrus in there. I know there's a variety of than enough. Jin alcohol, Robert. You just killed that water Semana. We have extract. This one is really good. How about this one right here. This one is our apple pie with bourbon. is he? The packaging? Some of the bottles. This is our pineapple and fennel seed flavor. Are these the same? Yes, they're all the same flavor. Just what's the back story on the product?"
S07E02P03,0,"Hello, sharks. I'm Mickey Bey. I'm the CEO and master lash artist of Mickey, Bey, eyelash extensions located in Los Angeles, California. I'm seeking 300,000 dollars for 20% of my business. Kim Kardashian West Beyonce and JLo. You know, it's all fake, right? Come on, guys. I'm talking about their eyelashes but With a Little Help from me. You two can get that glamorous. Celebrity look, welcome to Mickey they eyelash extensions. If you have eyelashes eyelash, extensions are for you. Even men are jumping in on the bandwagon. Can't you imagine? Mr. Wonderful and Mickey they eyelash extensions, I can't. But Mark, I can't wait to get my hands on you. Bring it baby. If your connection will be laughing all the way to the bank. Hook me up. You're next. This investment is one week away, you ready? Let's do it. How do you want me? Just go ahead and lay down. Do you want me, please keep your clothes on Mark. Hey, go ahead and close for me. Okay, so I'm just taking a little dab of medical adhesive glue. I'm going to separate one of his lashes, so that it's isolated by itself. Wow. And then I'll just attach the Lash. Did you just put it on? Yes. So this is your lash. This is the eyelash. Extension is flush to your lash and not your skin. How Many lashes. Did you put on his? I just put on one because I'm going to have to take it off of him. How can we tell how good it is? Well we have models we actually have before and afters oh I can see. Yeah let's see that. The best thing about eyelash extensions is that it cuts your makeup time in half Mickey there's nothing unique about what you're doing here. Oh well is there you're good at it? There is what's unique about it? I have a technique that I would like to patent and I've been able to cut the application time down in half. And why can't you do it in half the time? I can't tell you that because that exact"
S07E02P04,1,"Hi, I'm Chelsea and I'm Leanne we're from New York City and we're seeking a hundred fifty thousand dollars for 10% of our company. Lolly where Lolly, where is a new category of sustainable materials that you can eat? That's right. That's I just gave my cup. We call this new how Laurie biodegradable. It's both biodegradable and edible. It's a new and exciting eating and drinking experience that offers. Fun flavor. Combinations. For both Beverages and desserts. Imagine drinking your cold brew coffee in our Madagascar, vanilla cup, or even a margarita in a citrus cup, Lolly, where is a delicious alternative to disposable cups? Destined for the landfill? Our cups go from cup to soil in 60 days. They're 100% vegan gluten-free and made with Organic ingredients, but the cup is just the beginning with Lolly where we're creating a plastic free Revolution and giving people a reason to get excited about sustainability. Sharks, we invite you to eat your cup and to create a biodegradable world with Lolly. We're now who's ready to try the cup of the future. Gotta try it. Okay! Lori, what flavor do you want? Oh Robert, he made you a special, matcha green tea float. Thank my champagne and goji berry garnish, Lori. We made you a beautiful lavender. Honey, mr. Wonderful we made you a little nan I should probably eat Barbara's because I eat her alive every day. We had to make Q Madagascar vanilla cup to put an edible gold rim on it. Which are, is your cup is delicious right here? We're glad you like it. This cop is really delicious. Okay, I can see somebody eating your cup as a dessert. What is it made of? It's a vegetable gelatin so it's all vegan version of gelatin its kind of precise a little bit like licorice like Yahoo"
S07E05P02,0,"Hi sharks. My name is Belinda. Jasmine and I'm from San City, California. My company is the skinny mirror and I'm seeking two hundred thousand dollars in exchange. For 20% of my company, the skinny mirror sets, a revolutionary new standard, that will enable the user to see their true self. When was the last time? You looked in the mirror, grabbed at your stomach and said, man, I really need to lose a few pounds. Whether we admit it or not almost, everyone can can relate. What we often forget though is how we feel about ourselves. Largely affects how other people see us. The skinny mirror designed offers a subtle believable slimming reflection designed to help you feel good about your body. We've all heard that cliche phrase. If you look good you feel good when we realize it's the other way around. If you feel good you look good. Good. When you look in the mirror every day and you like what you see, it gives you the inspiration to look and feel your best. So, would any of you like to come? Try out the skinny. We're boy. Oh, I like this mirror. All right. Damon come. When you think Lori? I look skinnier. That's for sure. Your head got smaller. wow, sure that mirror where you go. Belinda, I'm Damon. It makes a huge difference. But Lori not to suck up to her. It didn't make that big a difference is because I love Arthur back. Yeah. Usually the ideal place to stand is about 3 to 5 feet. So you know, it's funny because a lot of women say, That's the name of the farther back. He is better. He looks Linda,"
S07E06P04,1,"So I'm quadrupling the amount of money that you give me in exchange for keeping three percent of my company. That right, you have no money and maybe one of these sharks will give you the money, but you're going to give up eight percent of your company for it or more, seems like a good time for somebody else to jump in with an offer. Alright, Ryan, I'll give you an offer. I'll give you two hundred thousand dollars, okay, but I want 15%. Ouch that sounds expensive. Lord. Well I think you need a lot of help, you know your one-man band. You need to be making a lot of other products with this great technology. That's what I'm really good at. But, it's going to require me to be there. Helping you. And also, helping with the sales, and getting into the retail. I love how you right on your hand. That's not strange at all. That doesn't make me feel nervous at all. Hey, Lori. Doing some room in your deal because I think I could bring a complementary set of strengths of this deal. I'm very intrigued by the technology. I dunno it solves a real pain point. I think, one of the things you really need help with is telling the story about the next dozen products. We have to develop the prototypes that show, how might be used in a medical setting, how might be using a recreational rafting setting and those kinds of things, right? I would love to come in and see part of that deal. If it's available, I would be willing to join in, with your courses. You take the licensing in, and I take the consumer end, but for both of us together, we would need Higher Equity stake. I hear that when we need a little higher percentage but remember something you now would be a three man band tubing sharks, which that's huge. You just don't own any, your company anymore. What's the offer? Then I'm happy to split it with you. 0.2"
S07E07P04,1,"Hi, my name is Gloria Hoffman and this is my amazing mother. Hi. I'm Linda Clark, and were the co-owners, and co-developers of the simply Fit board. We're here asking for 125,000 dollars in exchange for 15% of our business. Now, whether we want to admit it or not, we all have problem areas from the belly fat, to the saddlebags those dreaded muffin tops. You know this expects that we once had have now sadly turned into caves but we're battling the Bulge with one. A product introducing the simply Fit board. Now we've combined cardio to burn off the fat while building muscles and core strength. At the same time, just standing on the board. You're strengthening your core, your back, your toning, your legs and you're improving your ballots, but let's face it. I want a Slimmer waistline but at my age balance is just as important we call this a balance board with a Twist, because we developed it using a special plastic that has a high level of lubrication in it, that allows you to twist. Same time now, twisting not only works up your heart rate to burn off the fat but it's one of the only exercises you can do that with every single muscle in your core. Now, there are literally hundreds of exercises that you can do on the board. Obviously the basic twist but you can also do squats push-ups and even planks. Everyone can be simply fit, so which one of you sharks want to lose that moment? I want to try, I want you guys to come over the darkness like figure A big and they on the same spot on the other side and your balance on that Center Point. Yeah, getting a little forefather Advance - nan nan it wrong. I'm gonna give you. These might help you. In the more, you get the board twisting and where you to fill in your back and your waistline. This can just hold him straight at your side. You look like,"
S07E10P02,1,"sharks. My name is Sara Lee and I'm Christine Chang and we're from New York city where the co-founders of glow recipe. And today we're seeking 425 thousand dollars in exchange for 10% equity in our company. Glow recipe is here today to make every American women skin glow, and make everyone look beautiful by bringing only the best products and skin secrets from the modern epicenter of Advanced Skin, Innovation, Korea, sharks, did you? In the last year, the top us Beauty editors and media Outlets have been cloning Korean beauty to be 12 years ahead of the rest of the world. With glow recipe, Korean beauty is no longer a hidden secrets, we believe that Korean beauty can be the next big player in the u.s. now. We know that being a shark isn't easy, your stress sleep deprived dealing with the pressures of being an apex predator. We wanted to bring a little bit of glow into your day and onto your faces. So we have some samples for you. I hope it's whiskey. Thank you, Robert. Thank you very much. So the first is a waterless missed that is packed with Botanical extract for extra efficacy. Perfect for on-the-go 24/7. TennCare especially perfect for sharks. That never stops spinning. Oh it's nice. Second is pressed serum. This is a new category of beauty that combines the concentration of a serum and the comforting hydration of a moisturizer. This multitasker is packed with chaga, mushroom extract, which is antiaging. Oh, it feels funny. That's like way between a gel and a creep. Exactly. So last but not least, this is the next Generation seek help sheet masks as you may have heard sheet masks are on fire in the US and you might have seen the cotton. I do that, of course those sharks. He would love for you to join us in our journey to making the world. More beautiful"
S07E10P03,1,"Hello, sharks. My name is Sarah Oliver, I'm the founder and owner of Sarah, Oliver handbags. I'm asking for 250,000 dollars, in exchange for 20% equity in my company. It's no secret that women love handbags. But how many of those bags come with meaning? If only the hands that made those bags could talk? Well, now they can Sarah, Oliver handbags are all hand it with love and care in the USA and I've developed a unique manufacturing model never used before. I'd like to introduce to you the purlettes plus 1, my name is Ellie Leiva. Really Illinois, I'm dead. He Campbell Catherine Gainey my name is Hector Richards. I'm the one of the purlettes plus 1 to be involved in a company at 83 and a half is like having your wish come true. It's the joy of my Elder life. I've just loved it and I'm thrilled with Sarah success."
S07E11P04,1,"Hi sharks. I'm Jess. And I'm Sarah. We're asking for 50,000 dollars in exchange for 10% of our company. Piperwai the toxic ingredients in conventional deodorant and antiperspirant, have potential links to cancer and Alzheimer's. The problem is, we've never found a natural deodorant. They actually keeps body odor at Bay all day. That's why we created piperwai a new approach to deodorant that really truly works. Our proprietary blend of unique Ingredients like super absorbent activated charcoal completely neutralize odor. Instead of just covering it up, this is our friend health and fitness mover no lle. When I woke up this morning, she applied piperwai went on a 5 Mile Run and has been working out on that mat ever since sharks in a moment. When you I'll hand out samples, we invite you to smell for yourself. Just how? Well it's a scratch-and-sniff to demonstrate the Deodorant, does it have to think? I'm not gonna smell her on for it, is it? Your armpit is my armpit. Okay my official test or check it out. Yeah. What? Trust Lori? She smelled good. I totally believe Lori. Oh it's interesting. It's like a charcoal gray color. Hmm. It's a very strong smell. It is our proprietary blend of essential oils. They contain antimicrobial properties, which actually helped in the Initializing process. So the reason we smell bad is this with the comes out of your armpits is actually odorless, but it starts to sink when the naturally occurring bacteria on your skin gets to it, piperwai works by neutralizing odor. It creates a ph balanced environment, where the odor causing bacteria can Thrive. So, your sweat remains odorless. What? Paste, most people don't put on deodorant, the form of a paste"
S07E13P03,1,"Hi, I'm Alana and I'm Maureen. And we are hairstylists and curly hair experts from Portland. Maine, we are Controlled Chaos. We're seeking fifty thousand dollars for 20% of the company. Everyone's heard of a bad hair day, right? How about a bad hair life? go assembly days and movie day. Days, where the stuff of nightmares for Maureen and I growing up as kids. Yeah, we would actually hear mean things like how you gonna get through the door with that? Hey, brillo pads. That fuzzball you call it hey, a teacher, can see the TV through her hilarious. We actually became hairstyles to help other people with this so-called problem, bad hair, learn to embrace and love their natural texture. First, you need to I think that works with your curl thumb so called, Curly products will actually hold the curl together, but it always results in a sticky, crusty crunchy feeling. But now with curl up and shine, you don't have to worry about that anymore. I can go out in any type of weather so we no longer have to fear humidity, the rain. We can even go to the beach and we just want to show the world how great people can feel about themselves. When they realize that the curls are not a curse. Zeus little example for you guys to see which side of this head, you'd rather run your fingers through run your hands through and which side mark. what a difference, right? It also looks vastly different, doesn't it? Thank you. Okay, so there's definitely a plasticky feel versus very lucky to Natural with memory with memory. So"
S07E13P04,1,"my name is Lindsay Lorraine. And I'm from Parker, Colorado. I am the founder of easy peasy and today, I am seeking 1 million dollars for a 5% stake in my company. Thanks for coming. Yeah. Sharks who has recently had or witnessed mealtime with the toddler. In our case, three toddlers. Let's take a look at what mealtime used to look like at our house. Your kids are slobs. Honestly, that was what mealtime used to look like at our house. It was crazy. My husband and I knew there had to be a better way so we created it. The happy. Matt is an all-in-one, silicone placemat and plates but the best part is the mat suctions to the surface. So this means no more hippos are plates during Meal toy club. The happy Matt name really says it all the, the smiley face. Design creates a positive feeding experience. There is truly nothing like easy peasy on the market. We are revolutionising. The feeding industry throughout the world. Let's take a look at what mealtime looks like. Now are these the same kids? Very I love. Easy peasy. Come on, your dad. Ha ha ha Lindsay. We're going to go right to the sale. I got like this number. Yeah. Sample. Is there food in the samples? Yes,"
S07E16P01,1,"Hi I'm Cameron Cruz and I'm Lisa Bradley and we're the co-founders of our Riveter. A handbag company on a mission. We're here seeking 100,000 dollars for a 20% Equity stake in our company as military spouses. One of the toughest aspects is uncertainty, whether that means that deployment our relocation. There are things that are just out of your control because of this, we have set out on a mission to empower and create mobile and come for military spouses. Our handbags are made Upcycled military materials like wool blankets uniforms intense. He's our River handbag tells a story leather and canvas is cut. Letters are sewn. All the hands of our nation's military spouses from across the country. Are Riveter is about empowering military, spouses and redefining the boundaries of American manufacturing. So sharks, who will help us grow this company, dedicated to serving the families who serve us all. We've got some bags would like to pass out. Robert will start with you. That is the finished messenger, 15 military spouses went into making that bag. Thank you. Florida. Mrs. Otto for you that bag traveled over 3,000 miles on its handmade Journey. Thank you. Kevin and Daymond you get two of our best sellers, the finch on the patent both made from an upcycled military tent in. Mark yours is made from the dress blue, paint of a first lieutenant in the Army. So Cameron, you said 15, people went into making this so military. Spouses move on every two point, nine years. And that makes it very difficult to find employment, put down roots, and have a community to be a part of. So we have done, is we provide the mobile employment? So well, Our spouses make the parts and pieces like the support tab. We've died in Colorado. The leather was cut in Georgia and the liner was made in New York at Fort Drum. All those pieces come together in our shop in North Carolina just outside of Fort Bragg. So they all make Parts, they ship it to you and we assemble a ready for retail. And so, what's the total cost of this bag for you to make it with everything in $55 for that mrs. Bench. And we sell it for 220 and where do you track the story? So if I wanted to know, story of my back,"
S07E16P03,0,"Hello sharks. My name is Angela Cody rouget and I was a major in the United States Air Force. I'm seeking a hundred and fifty thousand dollars for 20% equity in my company. Major mom, I am on a mission to combat clutter and disorganization in homes Across America, millions of Americans crave more order in their homes, but many don't know how to create it. My team. Of highly trained. Liberators can professionally organized every room in your home, here are some before and after pictures of some missions accomplished, I save this marriage. The wife's car got back in the garage. All the husband's stuff is out of the way and they love each other again and their home. This little girl can actually play in her room again. Isn't that sweet? And now she's enjoying her home and Mom is happy sharks. Major mom is the only company in the Organizing services industry that embodies military values and tactics. As a missile combat crew Commander, I gained valuable organizing skills. So major mom is here to save the day but I need your help to scale our operations. If the president trusted me with the keys to the nukes, you can trust me with your money which shark wants to partner with me to combat. Clutter, I'm curious Yes, you said that you were a missile crew Commander. What does that mean? That means I had the keys to the nukes. My actual hand is on the keys that would launch intercontinental ballistic missiles your head while you're laughing on the phone that's good. The actual nuclear missiles missile ear. Can multitask, I'm trained to do 75 tasks at once and do them all very well. What's this? What's the closest you came? If I told you, I'd have to kill you. That's okay."
S07E17P02,1,"Hello, sharks. My name is Katie Sanchez and I'm from Minneapolis Minnesota and I'm Melissa Elms from Nolensville Texas and we are the owners and operators of be free, honey. We're here. Seeking 100,000 dollars for 10% equity in our company sharks. We've all heard the expression busy as a Bee, they're busy for a reason. It takes over 60,000 bees gather enough nectar or one pound of honey. Wow, we up a free honey. Say, let's give those bees wrapped, that's why we have our line of 100% plant-based sustainable honey. No hives required. How do we do it? Be free is the only alternative honey on the market made from Apple. We make all of our products in our kitchen, using only apples, grown in the USA, be free. Honey can be used on breads, as a topping on granolas or oatmeal's you can use be free honey, as the Perfect, substitute sharks. We invite you to enjoy be free, honey. So you can see what all the buzz is about. So what you have in front of you, it's 80% u.s. grown Organic Apple. Lemon juice is the only preservative. And then there's a touch of vegan quality non-GMO cane sugar, only enough to give it the viscosity of traditional honey. And those are the Three main ingredients. you tastes like, honey. This stuff is very, very good. Can I just ask you a basic question before get into a dive deep into this? Why does the world need this? Not only does it help with the bee population but our vegan Community is a big supporter of our you don't. They begins. Do not eat honey. It's one of the most contested ingredients in the vegan community alive. With my fart, that comes from an animal and insect. You nan"
S07E17P03,0,"Hi, sharks. My name is Kristy, Ison. And I am the proud founder and sole owner of float, baby. Today, I am seeking 150,000 dollars for 20% of my company. Sharks, we all know that people who exercise weekly have improved physical and cognitive strengths. We also know that people who have routine, massages can experience improve blood flow and muscle tone float. Baby is the first and only flotation and massage facility in the US. For babies babies. As young as two weeks, use hydrotherapy and infant massage to become happier and believe it or not stronger, smarter baby. Let's take a look. nan you sure babies over 1000 times? I assure you. This is a proven concept rather than swim with the sharks. Who wants to float with the babies? proven that this works? Yeah, you made an awful lot of claims Dad. Where are those backed up? It's validated by seven. Other countries. This is not a no. No no no. That's not an answer, okay? He's nothing. Can you point to any research that? Is that babies, who float or massage? A better health outcomes. You even said cognitive outcomes to"
S07E18P03,0,"Buxton. I'm from Los Angeles, California. And my company is too cute. Blue, I'm seeking two hundred thousand dollars for a 25% stake in my company. I'm here to change the look of swimwear. We've all been there spent the day at the beach. Boogie boarding, surfing stand-up paddleboarding snorkeling, boating hanging out, whatever it is. You do, you were very careful to reapply your sunscreen throughout the day only to get home to find out exactly. Where you missed a spot with a red painful sunburn. Well 22 blue is the answer to your problems to to blue makes a first-of-its-kind one piece Beach to it's made with UPF, 50 fabric. Now UPF, 50 fabric blocks out, 97 percent of the sun's harmful Rays. It's lightweight durable comfortable drives quickly and it actually keeps you cool. So, if you're someone, who cares about the damaging effects of the sun into tube, Is for you. So what do you say, sharks? Do you want to swim in these Waters with me? Yes. And you all are in the same yoga class. Thank you. I'm gonna look good in that robbery or sure. I don't have Lori's, you want to switch my color, but I look so. nan Sarah. It comes as short version, obviously. Yeah. Here is a replacement for a wetsuit or is it she's protecting her skin? Yeah, it's not over this paddle Oh you would wear this paddleboarding 100% because you're out there exposed to the Sun so sorry demographic what age woman wants to completely cover up her body. It's actually an every age demographic. Yes, it's perfect for the woman over 40. Yeah, that's the minute. I hit. 40, wife, bottom dropped, out of the bottom of my bag. I just want to be on."
S07E19P04,1,"My name is Rachel Nelson and I am from Alpine Utah. I am taking two hundred thousand dollars for 10% Equity stake in my company called Rags to Riches. What started as a side business, selling my kids hand-me-down clothing to help make ends meet, and it up becoming a Fashion Frenzy. We call this the Romper. It's a one-piece outfit. That's super easy to slide on and off your Wrigley toddler without the hassle of dealing with snaps. I started posting these on myself. Media and the response was craziness, parents loved the fact that they were super comfortable and stylish but they're also very practical since launch. These have been in high demand. It's because of our limited run and are super exclusive designs. Now, I'd like to show you guys the wrong for inaction. Chloe. Who's who? Okay? This is my little guy. Harrison says Chloe. Hi Chloe. As you can see, they both were in two different styles of rompers. Both equally just a stylish and we're not having to negotiate it all on Comfort sharks. I want to get these in the hands of every student. Was parent out there. Now, they're going to help us hand out some samples. Can you hand him? The top one, very good. Thank you. Our friend Lori. Don't get too close to Mr. O'Leary, thank you ver, you go. Okay. And now our friend, thank What's up, Chloe? Thank you. Can you think of so Rachel? I have a burning question. Yes, they would a child? Have a pee-pee in one of these. You know,"
S07E20P01,1,"Hi sharks. It's great to meet you guys today. My name is Katherine Krug, and I'm the creator of better back today. I'm seeking a 750 thousand dollar investment for a seven-and-a-half equity stake in my company. Wow. So sharks, check your posture right now. I'm especially looking at you Cuban. Yeah. Okay. Say it turns out that we said for over nine hours every single day and because of the We're doing it, hunched and rounded towards our work and our technology, it means 8 out of every 10 people, you know, will have back pain in their lives. My back pain started over three years ago and I have spent so much time and money trying dozens of products and therapies and I couldn't find anything that just worked so I made better back better. Back allows you to effortlessly sit in perfect posture, easing back pain and retraining your body's default posture. So You stand or sit without better back, your posture is greatly improved, its lightweight and portable so you can throw it in your bag and make every single chair ergonomic. Better back is just the start. I'm on a mission to disrupt the orthopedic aisle and help people not just have better backs, but to live better. So sharks, who's got my back? I want to try it on. Yes, great. I've got samples for you guys. Start with you guys here and we do what he do so much. You put it over your knees and then around and around your back. Exactly,"
S07E20P04,0,"My name is Allison Devon and I'm from Goodyear Arizona. Today, I am seeking fifty thousand dollars in exchange for 10% of my company. T sopressa during my nine years in the coffee and tea industry. I've noticed that coffee lovers really like coffee because of the caffeine and the rich texture. However they're not huge fans of the Jitters in the crash. I think that most people know that t is a healthier option, but let's face it. It's not as fun to drink that is until now teeth. Pasta is Straight tee shots made just like, gourmet coffee drinks. It is not your ordinary tea bag dunked into water because we make it in a way that is just like espresso. In fact, because of that, it has a bold Flavor, Rich, consistency, just like coffee. And just as much caffeine, except without the Jitters in the crash. We are revolutionizing in a lucrative space and need you on our team to help introduce this new, Gourmet T product teeth, Presa to the world. And now, Teatime, sharks. Today, we have prepared for you, some of our most popular drinks. So we have the cucumber green tea, lemonade. This is a black rose latte, this is really good as a florally kind of tastes, and this is the black vanilla latte, and then this is probably our most creative drink, the London Fog. It's our Earl Grey with vanilla and a Lash of lavender. Thank you. And this is our most wildly popular decaffeinated tea. It has caramel. Oh Allison is the business a retail store? Like what what is it? The business is the tee shots itself. I actually have a patent pending on the process. Show us the package. What does somebody buy from you? Yeah. So I haven't right now. Thank you. They're available at a store. So do you want to buy? This is your product"
S07E22P03,0,"Posada from Austin, Texas. My company the good promise to seeking the hundred thousand dollars for 20% Equity. Now, I'm going to do things a little differently, think of it as a wine tasting. But without the hangover first, I'm going to pass out samples of my delicious vegetable smoothie Blends, and I want you to please taste them, like, you would a full-bodied glass of red wine. Uh-huh. Well, we've come to the right place, so you can each gravel the entire trade law. Rehearse is a Hard time. Thank you. and he order you would like us to try these in delicious. Okay. Just you want to hold it so you don't hit the finger out and say it, okay? Roll the Blends on the tongue, and please tell me what flavors you're able to identify. Oh, this one's really good, that's a little ginger. Yeah, it's Ginger. What's this one? That is our veggie burst each one of our smoothie, squeezes has two servings of veggies. We added some cikini celery. Spinach. I like this. That one is our green Bloody Mary. Can't get the kids to eat any greens. Have them try one of our hidden veggie pasta sauces where you can sneak in some extra goodness without compromising the taste. So which one of you is ready to join me in my crusade as we positively encourage, Americans to eat more veggies on the go Karen. Do I buy it like that in the plastic? You buy it like that? I see one of those. So I buy it like this and I just drink it's not a sauce. nan Karen. You know I have a very Advanced palette. Yes. People know me as a wine lover. I tried all of them as you suggested three out of four tastes like Industrial Waste. This tastes like soap. Lot of vegetables. This one is so strong. It's almost hard to drink. I figured these were meant to be mixed with zero. I give you two of them that are meant to be mixed. I gave you the tomatillo, the green Bloody Mary,"
S07E22P04,1,"is Mercy. I'm Laura Altar, and we're from Austin Texas. Our company is Wonder side and we're seeking 500,000 dollars in exchange for 5% of our company. Oh, Wonder side, solve the problem that affects everyone, but have you ever thought about what's actually in the products you use to protect your family and pets from Bugs? These products are actually toxic pesticides. That's right. We're putting them directly. Directly on her pets on her children, we're spraying them in our kitchens and we're sprinkling them all over our lawns. All because of bugs, Wonder side is a truly effective natural and organic product line, that kills bugs without toxic chemicals. One or side is lab tested. Mom approved made in the USA. There are really only three things that matter when it comes to products that kill bugs. First, it has to work check. It has to be safe. Check third. You have to be able to get it fast. That's why we need your check with your help. We can replace America's pesticides with Wonder side. Well, now pass out samples and we're happy to answer your questions. Thank you. Thank you. Is this for Pets, only? Yes, sir. The same formulation is effective as an insect repellent for people, a flea and tick control for pets and hundreds of pests, ranging from ants and mosquitos to even bedbugs. And so, you could also use it to spray elsewhere around the house is spotless, carpeting, furniture non-staining and dries. Clear what separates you from everybody else? What makes you unique? There's natural products for pets today. Stephanie Most"
S07E25P04,1,"Hello, sharks. My name is Brenda Lee Feldon and I'm from Austin Texas. And I'm here today seeking four hundred thousand dollars in exchange for a 10% stake in my thriving children's Products. Company inch bug kids love juice boxes and parents. Love the convenience of them but then there's that accidental Juice Box. Squeeze. Help it. They have to squeeze those juice boxes and pouches. So, in order to save those cute outfits, your furniture, and even the back seat of your car, I have created a solution. My drinking, my drink is a two piece, adjustable Juice Box holder, and it comes in four colors. It is a no-brainer, no stainer. So, show us what I brought today is, am I drinking samples? And then I also brought some orbit labels, which is the first product that I invented. We're not a one product company. Thank you. You're welcome. You want to grab three things? I'll give you glory. Hurst has a hard time. Thank you so much. There's a baby bottle for you. Is this milk real sensitive. How do you get it in? You're going to use these two fingers and you're going to press, both knows buttons at the same time, I see and pull the top off, okay? And then then you're going to place the juice box into the base. Okay, place it back down onto the base. The holder? Yes, it's a holder. So kids can't squeeze those juice boxes approaches. What did you expect? How are you doing? Most kids will think of that. Yes. Bears are going to try to stop them and it doesn't stop it from leaking and you know there's no guarantees on the leaking. But one thing is wonderful about. This is the fact that it adjusts in height. It accommodates all these juice boxes and pouches. And I'm"
